Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price ZAR,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url
blackberry-ice,Blackberry Ice,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_6f660911141c414a93e1601f0dffde84~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_64a2710d-5cb1-bd55-f141-9eeaba290af9,Default,Vape-Nasty-DRG:ON,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_6f660911141c414a93e1601f0dffde84~mv2.webp
white-peach-raspberry,White Peach Raspberry,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_8529c94e63604743b3dce689331ca4c3~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_e15dea2a-2e89-7ecd-d431-f19cd3b785fb,Default,Vape-Nasty-DRG:ON,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_8529c94e63604743b3dce689331ca4c3~mv2.webp
aloe-grape,Aloe Grape,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_86f6f8e582ab4b518716a5e31c46a0e4~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_1796b98f-2392-627b-eacb-cc9ab4a00ca7,Default,Vape-Nasty-DRG:ON,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_86f6f8e582ab4b518716a5e31c46a0e4~mv2.webp
raspberry-watermelon,Raspberry Watermelon,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_94d58449e0cb4c488689eb25deb2d899~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_140f635b-e98d-1ee7-1dfa-2482ee973031,Default,Vape-Nasty-DRG:ON,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_94d58449e0cb4c488689eb25deb2d899~mv2.webp
mango-ice,Mango Ice,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_ab700510f56f42a38c11e70ff7063bb2~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_804d937f-1015-b92f-b5f6-bb666b2ae0e7,Default,Vape-Nasty-DRG:ON,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_ab700510f56f42a38c11e70ff7063bb2~mv2.webp
fizzy-cherry,Fizzy Cherry,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_a22164ee9929410facaaff8ecfa7df47~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_bb1496ca-0b44-4350-de48-b9b7caa66957,Default,Vape-Nasty-DRG:ON,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_a22164ee9929410facaaff8ecfa7df47~mv2.webp
cherry-peach-lemon,Cherry Peach Lemon,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_a745b2f4d5f64e709ab2e9c26e7da575~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_b47eb4d5-4d21-5f17-00c9-c0222be2ede0,Default,Vape-Nasty-DRG:ON,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_a745b2f4d5f64e709ab2e9c26e7da575~mv2.webp
peach-ice,Peach Ice,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_ae2b71343ed3453685540d0e60a8f195~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_be882f7d-e1da-7f0a-bb96-f1cd8a207d7d,Default,Vape-Nasty-DRG:ON,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_ae2b71343ed3453685540d0e60a8f195~mv2.webp
blackberry-cherry,Blackberry Cherry,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_f353211d2675472ca3cc37036b594243~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_c067f230-0af7-be13-bcf5-e940cbbefee8,Default,Vape-Nasty-Neo,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_f353211d2675472ca3cc37036b594243~mv2.webp
blackberry,Blackberry,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_5c1f47b54f89408f902e9626e0ff48bd~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_6bb68c45-cbae-2e13-0292-3678c704fd74,Default,Vape-Nasty-Neo,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_5c1f47b54f89408f902e9626e0ff48bd~mv2.webp
blue-berry-black-berry,Blue Berry Black Berry,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_b743b3bea2a648ccab8d577de2abee82~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_269cb4c4-685c-0cb6-cb1e-fb023f0b20c8,Default,Vape-Nasty-Neo,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_b743b3bea2a648ccab8d577de2abee82~mv2.webp
black-grape,Black Grape,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_99d416b72b6643e3b4b70dede9414cea~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_250a16d4-e454-8642-52e5-ecf93a083433,Default,Vape-Nasty-Neo,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_99d416b72b6643e3b4b70dede9414cea~mv2.webp
blueberry-sour-raspberry,Blueberry Sour Raspberry,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_a32506be091a4289914ba13815880a2d~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_3db412c5-35ae-b232-14e8-8118ffb1e3e9,Default,Vape-Nasty-Neo,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_a32506be091a4289914ba13815880a2d~mv2.webp
blue-razz,Blue Razz,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_bcd4c7245d8045d2850e89b41ac62d99~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_db2e2707-45a4-396d-bf92-5048138c3d48,Default,Vape-Nasty-Neo,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_bcd4c7245d8045d2850e89b41ac62d99~mv2.webp
double-mango,Double Mango,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_afa0735958ef42b6bca0428293aa6a6e~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_c6cf2708-6ca3-c974-ac6f-60e41ecbde73,Default,Vape-Nasty-Neo,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_afa0735958ef42b6bca0428293aa6a6e~mv2.webp
peach,Peach,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_8ff1a2c620e4425eaf9aefdb6e9b7cb5~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_3ef0ecd4-0715-31a7-1cc5-72a696836ff5,Default,Vape-Nasty-Neo,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_8ff1a2c620e4425eaf9aefdb6e9b7cb5~mv2.webp
promegrante-berry,Promegrante Berry,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_6e39e50ecafb4807b462f6fb7648437f~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_8b278aad-2e3a-fcec-c2d8-b883bf705748,Default,Vape-Nasty-Neo,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_6e39e50ecafb4807b462f6fb7648437f~mv2.webp
strawberry,Strawberry,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_d31061fbc7ef4d71b60b70ccd3ea56ce~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_c8370f34-01f9-a774-189a-472a51f6699e,Default,Vape-Nasty-Neo,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_d31061fbc7ef4d71b60b70ccd3ea56ce~mv2.webp
shisa-double-apple,Shisa Double Apple,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_7db22d9182ee4795a348bab630383ebf~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_1e070450-4904-057f-989f-10ab0b66f626,Default,Vape-Nasty-Neo,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_7db22d9182ee4795a348bab630383ebf~mv2.webp
strawberry-peach,Strawberry Peach,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_50a6c6411dcb4555a58b8c9c2e20001b~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_7e2e8192-e21e-37b0-c38e-922db8411a4d,Default,Vape-Nasty-Neo,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_50a6c6411dcb4555a58b8c9c2e20001b~mv2.webp
watermelon,Watermelon,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_c5983add6c224f42ae1bb949f412279f~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_59c0ceb3-fa80-88fb-40af-70b0518fd1b9,Default,Vape-Nasty-Neo,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_c5983add6c224f42ae1bb949f412279f~mv2.webp
watermelon-raspberry,Watermelon Raspberry,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_139cfda33230415fb187853416264a79~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_89b03133-2e54-6a01-a86b-cead2ae12dd0,Default,Vape-Nasty-Neo,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_139cfda33230415fb187853416264a79~mv2.webp
white-peach-raspberry,White Peach Raspberry,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_e7b74faf124e41a79e5a1e29a54845c6~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_ccef8fe5-8ee0-bf2e-ca66-98419cd4af30,Default,Vape-Nasty-Neo,,TRUE,FALSE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_e7b74faf124e41a79e5a1e29a54845c6~mv2.webp
